"Index","INDPRO","CPIAUCSL","UNRATE","FEDFUNDS","GS10","SP500","UMCSENT"
"2014-04-30",101.9928,236.468,6.2,0.09,2.71,1883.94995117188,84.1
"2014-05-31",102.3836,236.918,6.3,0.09,2.56,1923.56994628906,81.9
"2014-06-30",102.735,237.231,6.1,0.1,2.6,1960.22998046875,82.5
"2014-07-31",102.9632,237.498,6.2,0.09,2.54,1930.67004394531,81.8
"2014-08-31",102.7688,237.46,6.1,0.09,2.42,2003.36999511719,82.5
"2014-09-30",103.0641,237.477,5.9,0.09,2.53,1972.2900390625,84.6
"2014-10-31",103.0764,237.43,5.7,0.09,2.3,2018.05004882812,86.9
"2014-11-30",103.7126,236.983,5.8,0.09,2.33,2067.56005859375,88.8
"2014-12-31",103.7044,236.252,5.6,0.12,2.21,2058.89990234375,93.6
"2015-01-31",102.8905,234.747,5.7,0.11,1.88,1994.98999023438,98.1
"2015-02-28",102.2335,235.342,5.5,0.11,1.98,2104.5,95.4
"2015-03-31",101.8914,235.976,5.4,0.11,2.04,2067.88989257812,93
"2015-04-30",101.3355,236.222,5.4,0.12,1.94,2085.51000976562,95.9
"2015-05-31",100.8883,237.001,5.6,0.12,2.2,2107.38989257812,90.7
"2015-06-30",100.571,237.657,5.3,0.13,2.36,2063.11010742188,96.1
"2015-07-31",101.2228,238.034,5.2,0.13,2.32,2103.84008789062,93.1
"2015-08-31",101.0367,238.033,5.1,0.14,2.17,1972.18005371094,91.9
"2015-09-30",100.7547,237.498,5,0.14,2.17,1920.03002929688,87.2
"2015-10-31",100.2675,237.733,5,0.12,2.07,2079.36010742188,90
"2015-11-30",99.5298,238.017,5.1,0.12,2.26,2080.40991210938,91.3
"2015-12-31",99.0417,237.761,5,0.24,2.24,2043.93994140625,92.6
"2016-01-31",99.5607,237.652,4.8,0.34,2.09,1940.23999023438,92
"2016-02-29",99.0445,237.336,4.9,0.38,1.78,1932.22998046875,91.7
"2016-03-31",98.3096,238.08,5,0.36,1.89,2059.73999023438,91
"2016-04-30",98.6421,238.992,5.1,0.37,1.81,2065.30004882812,89
"2016-05-31",98.4184,239.557,4.8,0.37,1.81,2096.94995117188,94.7
"2016-06-30",98.8833,240.222,4.9,0.38,1.64,2098.86010742188,93.5
"2016-07-31",98.9992,240.101,4.8,0.39,1.5,2173.60009765625,90
"2016-08-31",98.85,240.545,4.9,0.4,1.56,2170.94995117188,89.8
"2016-09-30",98.7457,241.176,5,0.4,1.63,2168.27001953125,91.2
"2016-10-31",98.7611,241.741,4.9,0.4,1.76,2126.14990234375,87.2
"2016-11-30",98.3491,242.026,4.7,0.41,2.14,2198.81005859375,93.8
"2016-12-31",99.0214,242.637,4.7,0.54,2.49,2238.830078125,98.2
"2017-01-31",98.7611,243.618,4.7,0.65,2.43,2278.8701171875,98.5
"2017-02-28",98.3646,244.006,4.6,0.66,2.42,2363.63989257812,96.3
"2017-03-31",99.0137,243.892,4.4,0.79,2.48,2362.71997070312,96.9
"2017-04-30",100.0224,244.193,4.4,0.9,2.3,2384.19995117188,97
"2017-05-31",100.1408,244.004,4.4,0.91,2.3,2411.80004882812,97.1
"2017-06-30",100.3471,244.163,4.3,1.04,2.19,2423.40991210938,95
"2017-07-31",100.1068,244.243,4.3,1.15,2.32,2470.30004882812,93.4
"2017-08-31",99.6925,245.183,4.4,1.16,2.21,2471.64990234375,96.8
"2017-09-30",99.7954,246.435,4.3,1.15,2.2,2519.36010742188,95.1
"2017-10-31",101.0247,246.626,4.2,1.15,2.36,2575.26000976562,100.7
"2017-11-30",101.2664,247.284,4.2,1.16,2.35,2647.580078125,98.5
"2017-12-31",101.4644,247.805,4.1,1.3,2.4,2673.61010742188,95.9
"2018-01-31",101.4625,248.859,4,1.41,2.58,2823.81005859375,95.7
"2018-02-28",101.7085,249.529,4.1,1.42,2.86,2713.830078125,99.7
"2018-03-31",102.2067,249.577,4,1.51,2.84,2640.8701171875,101.4
"2018-04-30",103.3329,250.227,4,1.69,2.87,2648.05004882812,98.8
"2018-05-31",102.4024,250.792,3.8,1.7,2.98,2705.27001953125,98
"2018-06-30",103.198,251.018,4,1.82,2.91,2718.3701171875,98.2
"2018-07-31",103.3646,251.214,3.8,1.91,2.89,2816.2900390625,97.9
"2018-08-31",104.0327,251.663,3.8,1.91,2.89,2901.52001953125,96.2
"2018-09-30",104.1004,252.182,3.7,1.95,3,2913.97998046875,100.1
"2018-10-31",103.9856,252.772,3.8,2.19,3.15,2711.73999023438,98.6
"2018-11-30",104.0681,252.594,3.8,2.2,3.12,2760.169921875,97.5
"2018-12-31",104.0936,252.767,3.9,2.27,2.83,2506.85009765625,98.3
"2019-01-31",103.4021,252.561,4,2.4,2.71,2704.10009765625,91.2
"2019-02-28",102.8371,253.319,3.8,2.4,2.68,2784.48999023438,93.8
"2019-03-31",102.8757,254.277,3.8,2.41,2.57,2834.39990234375,98.4
"2019-04-30",102.274,255.233,3.7,2.42,2.53,2945.830078125,97.2
"2019-05-31",102.392,255.296,3.6,2.39,2.4,2752.06005859375,100
"2019-06-30",102.4375,255.213,3.6,2.38,2.07,2941.76000976562,98.2
"2019-07-31",101.9408,255.802,3.7,2.4,2.06,2980.3798828125,98.4
"2019-08-31",102.639,256.036,3.6,2.13,1.63,2926.4599609375,89.8
"2019-09-30",102.2917,256.43,3.5,2.04,1.7,2976.73999023438,93.2
"2019-10-31",101.4281,257.155,3.6,1.83,1.71,3037.56005859375,95.5
"2019-11-30",101.9372,257.879,3.6,1.55,1.81,3140.97998046875,96.8
"2019-12-31",101.7003,258.63,3.6,1.55,1.86,3230.78002929688,99.3
